,activeinvestors,alternateofficecount,businessstatus,companyalsoknownas,companyfinancingstatus,companyformername,companyid,companylegalname,companyname,description,employees,exchange,facebookprofileurl,financingstatusnote,firstfinancingdate,firstfinancingdealclass,firstfinancingdealtype,firstfinancingdealtype2,firstfinancingdealtype3,firstfinancingsize,firstfinancingsizestatus,firstfinancingstatus,formerinvestors,growthrate,growthratechange,growthratepercentchange,growthratepercentile,hqaddressline1,hqaddressline2,hqcity,hqcountry,hqemail,hqfax,hqglobalregion,hqglobalsubregion,hqlocation,hqphone,hqpostcode,hqstate_province,keywords,lastfinancingdate,lastfinancingdealclass,lastfinancingdealtype,lastfinancingdealtype2,lastfinancingdealtype3,lastfinancingsize,lastfinancingsizestatus,lastfinancingstatus,lastupdated,linkedinprofileurl,ownershipstatus,parentcompany,pitchbookprofilelink,primaryindustrycode,primaryindustrygroup,primaryindustrysector,sizemultiple,sizemultiplechange,sizemultiplepercentchange,sizemultiplepercentile,socialgrowthrate,socialgrowthratepercentile,socialsizemultiple,socialsizemultiplepercentile,ticker,totalraised,twitterfollowers,twitterfollowerschange,twitterfollowerspercentchange,twittergrowthrate,twittergrowthratepercentile,twitterprofileurl,twittersizemultiple,twittersizemultiplepercentile,universe,webgrowthrate,webgrowthratepercentile,website,websizemultiple,websizemultiplepercentile,wrds_src,yearfounded
237,1.0,1.0,Generating Revenue/Not Profitable,,Formerly PE-Backed,,128483-56,"Charah Solutions, Inc.",Charah,"Charah Solutions Inc is a national service provider of mission-critical environmental services and byproduct sales to the power generation industry. It offers a suite of remediation and compliance services, byproduct sales and marketing, fossil services and environmental risk transfer services. It also designs and implements solutions for complex environmental projects such as coal ash pond closures and facilitate coal ash recycling through byproduct sales and other beneficial use services.",573.0,NYS,,"The company (NYS:CHRA) received $26 million of development capital from Bernhard Capital Partners on March 16, 2020 through a private placement.",2016-06-20,Debt,Mezzanine,,,,,Completed,1.0,-1.67,0.0,0.0,2.0,12601 Plantside Drive,,Louisville,United States,,+1 (502) 245-7398,Americas,North America,"Louisville, KY",+1 (502) 245-1353,40299,Kentucky,"coal combustion, coal combustion product, landfill management, power management, power plant management, recycling ash",2020-03-16,Private Equity,PIPE,,,26.0,Actual,Completed,2021-06-08,http://www.linkedin.com/company/charahsolutions,Publicly Held,,https://my.pitchbook.com?c=128483-56,Environmental Services (B2B),Commercial Services,Business Products and Services (B2B),7.28,0.0,0.0,88.0,,,,,CHRA,90.026404,,,,,,,,,"Debt Financed, Private Equity, Publicly Listed",-0.77,5.0,www.charah.com,4.69,82.0,pe_na,1987.0
238,1.0,,Generating Revenue,CeraPak,Private Equity-Backed,Sencorp,129012-76,SencorpWhite Inc.,SencorpWhite,"Designer and manufacturer of plastics packaging machinery. The company designs and develops thermoforming, blister packaging, sealing equipment and automated equipment for storage and handling.",500.0,,https://www.facebook.com/sencorpwhite-1592452881046361,"The company was acquired by Connell on November 1, 2015 for an undisclosed sum.",1993-08-01,Private Equity,PE Growth/Expansion,,,,,Completed,3.0,-0.07,0.0,0.0,10.0,400 Kidds Hill Road,,Hyannis,United States,info@sencorpwhite.com,+1 (508) 790-0002,Americas,North America,"Hyannis, MA",+1 (508) 771-9400,02601,Massachusetts,"blister packaging equipment, industrial equipment, plastic packaging machinery, retrieval system, seals equipment, thermoformers",2020-04-05,Debt,Debt - PPP,,,,,Completed,2021-06-08,http://www.linkedin.com/company/sencorpwhite,Privately Held (backing),,https://my.pitchbook.com?c=129012-76,Machinery (B2B),Commercial Products,Business Products and Services (B2B),1.31,0.0,0.2,58.0,0.0,41.0,0.55,40.0,,,173.0,0.0,0.0,0.0,41.0,https://twitter.com/sencorpwhite,0.55,40.0,"Debt Financed, Private Equity",-0.15,9.0,www.sencorpwhite.com,2.07,67.0,pe_na,1947.0
239,,,Generating Revenue,,Formerly VC-backed,,129121-66,"Luma Home, Inc.",Luma,"Provider of a subscription service platform designed to manage home network's privacy, security and performance. The company's Luma Guardian is a WiFi mesh system with whole home WiFi, parental controls and network security scanning, enabling users to avail a personal IT team on demand at an affordable cost with complete cybersecurity.",60.0,,,"The company was acquired by First Alert a subsidiary of Newell Brands (NYSE: NWL) for $10 million on January 5, 2018. The company is no longer actively tracked by PitchBook.",2015-11-06,Venture Capital,Seed Round,Seed Round,,2.500001,Actual,Completed,32.0,,,,,P.O. Box 77465,Suite 208,Atlanta,United States,,,Americas,North America,"Atlanta, GA",,,Georgia,"electronics devices, home wifi, network security, parental control feature, wifi device, wifi routers, wifi security",2018-01-05,Corporate,Merger/Acquisition,,,10.0,Actual,Completed,2021-04-21,,Acquired/Merged,,https://my.pitchbook.com?c=129121-66,Connectivity Products,Communications and Networking,Information Technology,,,,,,,,,,22.0,,,,,,,,,Venture Capital,,,www.lumahome.com,,,ot_na,2014.0
240,,,Bankruptcy: Liquidation,Circa,Formerly PE-Backed,The Leather Shop,149023-63,Circa of America LLC,Circa of America,Manufacturer and designer of leather accessories. The company offers customized leather products for retail brands including bags and belts for men and women that suit their unique merchandising needs.,201.0,,,"The company filed for Chapter 7 bankruptcy on May 22, 2020. The company is no longer actively tracked by PitchBook.",2015-11-20,Private Equity,Buyout/LBO,Recapitalization,,,,Completed,2.0,,,,,1040 Crown Point Parkway,Suite 250,Atlanta,United States,,,Americas,North America,"Atlanta, GA",,30338,Georgia,"apparel product, children accessories, leather accessories, leather belts, leather goods retail",2020-05-22,Bankruptcy,Bankruptcy: Liquidation,,,,,Completed,2021-04-21,,Out of Business,,https://my.pitchbook.com?c=149023-63,Animal Textiles,Textiles,Materials and Resources,,,,,,,,,,,,,,,,,,,"Debt Financed, Private Equity",,,www.circaofamerica.com,,,pe_na,1967.0
241,8.0,1.0,Generating Revenue,,Venture Capital-Backed,,129143-71,"Vicarious Surgical, Inc.",Vicarious Surgical,"Developer of a virtual reality-augmented robot-assisted surgery device intended to create a new paradigm in minimally invasive surgeries. The company's device combines virtual reality with proprietary human-like surgical robotics, enabling surgeons to perform minimally invasive surgery through a single micro-incision and improving patient outcomes.",80.0,,https://www.facebook.com/Vicarious-Surgical-540259459703791,"The company is in talks to receive $115 million of development capital from Becton, Dickinson and Company, Innovation Endeavors, Khosla Ventures, E15 VC and William Gates through a private placement as of January 15, 2021. Previously, the company reached a definitive agreement to acquire D8 Holdings through a reverse merger, resulting in the combined entity trading on the NYSE stock exchange under the ticker symbol RBOT on April 15, 2021. Prior to this, the company raised $13.2 million of Series A3 venture funding in a deal led by E15 VC on August 7, 2020, putting the company's pre-money valuation at $85 million. AME Cloud Ventures, Innovation Endeavors, Khosla Ventures and William Gates also participated in the round. The company is being actively tracked by PtchBook.",2015-09-01,Individual,Seed Round,Seed Round,,,,Completed,,1.13,0.38,50.0,97.0,78 Fourth Avenue,,Waltham,United States,info@vicarioussurgical.com,,Americas,North America,"Waltham, MA",+1 (617) 868-1700,02451,Massachusetts,"healthcare virtual reality, robot-assisted surgeries, robotics surgery, surgical robotics, surgical software, virtual reality software, virtual reality surgery",2021-01-15,Venture Capital,PIPE,,,115.0,Actual,Announced/In Progress,2021-06-08,http://www.linkedin.com/company/vicarious-surgical,Privately Held (backing),,https://my.pitchbook.com?c=129143-71,Surgical Devices,Healthcare Devices and Supplies,Healthcare,6.56,2.15,48.72,87.0,,,,,,159.245153,35.0,1.0,2.94,,,https://twitter.com/vicarious_surg,,,Venture Capital,1.29,96.0,www.vicarioussurgical.com,11.73,92.0,ot_na,2014.0
242,8.0,1.0,Generating Revenue,,Venture Capital-Backed,,129143-71,"Vicarious Surgical, Inc.",Vicarious Surgical,"Developer of a virtual reality-augmented robot-assisted surgery device intended to create a new paradigm in minimally invasive surgeries. The company's device combines virtual reality with proprietary human-like surgical robotics, enabling surgeons to perform minimally invasive surgery through a single micro-incision and improving patient outcomes.",80.0,,https://www.facebook.com/Vicarious-Surgical-540259459703791,"The company is in talks to receive $115 million of development capital from Becton, Dickinson and Company, Innovation Endeavors, Khosla Ventures, E15 VC and William Gates through a private placement as of January 15, 2021. Previously, the company reached a definitive agreement to acquire D8 Holdings through a reverse merger, resulting in the combined entity trading on the NYSE stock exchange under the ticker symbol RBOT on April 15, 2021. Prior to this, the company raised $13.2 million of Series A3 venture funding in a deal led by E15 VC on August 7, 2020, putting the company's pre-money valuation at $85 million. AME Cloud Ventures, Innovation Endeavors, Khosla Ventures and William Gates also participated in the round. The company is being actively tracked by PtchBook.",2015-09-01,Individual,Seed Round,Seed Round,,,,Completed,,1.13,0.38,50.0,97.0,78 Fourth Avenue,,Waltham,United States,info@vicarioussurgical.com,,Americas,North America,"Waltham, MA",+1 (617) 868-1700,02451,Massachusetts,"healthcare virtual reality, robot-assisted surgeries, robotics surgery, surgical robotics, surgical software, virtual reality software, virtual reality surgery",2021-01-15,Venture Capital,PIPE,,,115.0,Actual,Announced/In Progress,2021-06-08,http://www.linkedin.com/company/vicarious-surgical,Privately Held (backing),,https://my.pitchbook.com?c=129143-71,Surgical Devices,Healthcare Devices and Supplies,Healthcare,6.56,2.15,48.72,87.0,,,,,,159.245153,35.0,1.0,2.94,,,https://twitter.com/vicarious_surg,,,Venture Capital,1.29,96.0,www.vicarioussurgical.com,11.73,92.0,pe_na,2014.0
243,8.0,1.0,Generating Revenue,,Venture Capital-Backed,,129143-71,"Vicarious Surgical, Inc.",Vicarious Surgical,"Developer of a virtual reality-augmented robot-assisted surgery device intended to create a new paradigm in minimally invasive surgeries. The company's device combines virtual reality with proprietary human-like surgical robotics, enabling surgeons to perform minimally invasive surgery through a single micro-incision and improving patient outcomes.",80.0,,https://www.facebook.com/Vicarious-Surgical-540259459703791,"The company is in talks to receive $115 million of development capital from Becton, Dickinson and Company, Innovation Endeavors, Khosla Ventures, E15 VC and William Gates through a private placement as of January 15, 2021. Previously, the company reached a definitive agreement to acquire D8 Holdings through a reverse merger, resulting in the combined entity trading on the NYSE stock exchange under the ticker symbol RBOT on April 15, 2021. Prior to this, the company raised $13.2 million of Series A3 venture funding in a deal led by E15 VC on August 7, 2020, putting the company's pre-money valuation at $85 million. AME Cloud Ventures, Innovation Endeavors, Khosla Ventures and William Gates also participated in the round. The company is being actively tracked by PtchBook.",2015-09-01,Individual,Seed Round,Seed Round,,,,Completed,,1.13,0.38,50.0,97.0,78 Fourth Avenue,,Waltham,United States,info@vicarioussurgical.com,,Americas,North America,"Waltham, MA",+1 (617) 868-1700,02451,Massachusetts,"healthcare virtual reality, robot-assisted surgeries, robotics surgery, surgical robotics, surgical software, virtual reality software, virtual reality surgery",2021-01-15,Venture Capital,PIPE,,,115.0,Actual,Announced/In Progress,2021-06-08,http://www.linkedin.com/company/vicarious-surgical,Privately Held (backing),,https://my.pitchbook.com?c=129143-71,Surgical Devices,Healthcare Devices and Supplies,Healthcare,6.56,2.15,48.72,87.0,,,,,,159.245153,35.0,1.0,2.94,,,https://twitter.com/vicarious_surg,,,Venture Capital,1.29,96.0,www.vicarioussurgical.com,11.73,92.0,vc_na,2014.0
244,,,Generating Revenue,,Corporate Backed or Acquired,,136636-03,ClientWise LLC,ClientWise,"Provider of premier business and executive coaching services intended to optimize growth and maximize revenue of the business. The company's premier business and executive coaching services include financial advice, leadership coaching, business builder workshop coaching, group workshop coaching and workshop coaching, enabling wholesalers, managers and executive to enhance performance through customized, action-oriented service based on each client's specific vision and situation.",,,https://www.facebook.com/161459910540510,"The company was acquired by Northwestern Mutual Capital for an undisclosed amount on January 9, 2018. The acquisition helps the acquirer to bring expertise to more of their team and grow in its own industry presence.",2018-01-09,Corporate,Merger/Acquisition,,,,,Completed,,-0.89,0.07,6.87,4.0,100 South Bedford Road,Suite 100,Mount Kisco,United States,,,Americas,North America,"Mount Kisco, NY",+1 (800) 732-0876,10549,New York,"coaching, consulting service, financial advisor, financial services, leadership coaching, workshops coaching",2018-01-09,Corporate,Merger/Acquisition,,,,,Completed,2021-06-08,http://www.linkedin.com/company/clientwise-llc,Acquired/Merged (Operating Subsidiary),Northwestern Mutual,https://my.pitchbook.com?c=136636-03,Other Financial Services,Other Financial Services,Financial Services,7.78,0.03,0.45,89.0,-0.07,27.0,7.4,83.0,,,2349.0,-5.0,-0.21,-0.07,27.0,https://twitter.com/clientwise,7.4,83.0,M&A,-1.7,3.0,www.clientwise.com,8.15,89.0,ot_na,2005.0
245,,,Generating Revenue,,Formerly VC-backed,,144284-95,"X15 Software, Inc.",X15 Software,"Developer of a next-generation operational intelligence platform designed to enable real-time security visibility across the company. The company's platform solves the complex problem of collecting, indexing, storing and correlating large volumes of machine-generated data in real-time, enabling enterprises to continuously monitor and analyze sales trends, application performance and security anomalies.",20.0,,,"The company was acquired by FireEye (NASDAQ: FEYE) for $20 million on January 11, 2018. The integration of X15 Software's technology will enhance the ability of FireEye to collect and deliver the data organizations need to protect their most valuable assets, providing big data management capabilities, one management console for cloud, on-premise and hybrid environments and platform for innovation. The company is no longer actively tracked by PitchBook.",2014-01-03,Venture Capital,Seed Round,Seed Round,,1.703334,Actual,Completed,1.0,,,,,1159 Sonora Court,,Sunnyvale,United States,,,Americas,North America,"Sunnyvale, CA",,94086,California,"analytics application, big data analysis software, data management, logging management, machine data, operational intelligence",2018-01-11,Corporate,Merger/Acquisition,,,20.0,Actual,Completed,2021-04-21,,Acquired/Merged,,https://my.pitchbook.com?c=144284-95,Business/Productivity Software,Software,Information Technology,,,,,,,,,,1.703334,,,,,,,,,Venture Capital,,,www.x15soft.com,,,ot_na,2013.0
246,,,Generating Revenue,,Formerly VC-backed,,144284-95,"X15 Software, Inc.",X15 Software,"Developer of a next-generation operational intelligence platform designed to enable real-time security visibility across the company. The company's platform solves the complex problem of collecting, indexing, storing and correlating large volumes of machine-generated data in real-time, enabling enterprises to continuously monitor and analyze sales trends, application performance and security anomalies.",20.0,,,"The company was acquired by FireEye (NASDAQ: FEYE) for $20 million on January 11, 2018. The integration of X15 Software's technology will enhance the ability of FireEye to collect and deliver the data organizations need to protect their most valuable assets, providing big data management capabilities, one management console for cloud, on-premise and hybrid environments and platform for innovation. The company is no longer actively tracked by PitchBook.",2014-01-03,Venture Capital,Seed Round,Seed Round,,1.703334,Actual,Completed,1.0,,,,,1159 Sonora Court,,Sunnyvale,United States,,,Americas,North America,"Sunnyvale, CA",,94086,California,"analytics application, big data analysis software, data management, logging management, machine data, operational intelligence",2018-01-11,Corporate,Merger/Acquisition,,,20.0,Actual,Completed,2021-04-21,,Acquired/Merged,,https://my.pitchbook.com?c=144284-95,Business/Productivity Software,Software,Information Technology,,,,,,,,,,1.703334,,,,,,,,,Venture Capital,,,www.x15soft.com,,,vc_na,2013.0
